Origin,Destination,Total_Budget_INR,Duration_Days,Recommended_Transport,Transport_Cost_INR,Travel_Time_Hours,Hotel_Name,Hotel_Price_Per_Night_INR,Hotel_User_Rating,Top_Attractions,Total_Attraction_Ticket_Cost_INR
Bhubaneswar,Kolkata,26643,6,Flight,3416,1,Ginger Eco Suites,2014,4.4,Art Gallery & Cultural Center | Science Center & Planetarium | Botanical Gardens & Zoo | Beachfront Promenade | Historic Fort & Museum,1505
Bhubaneswar,Lucknow,5302,2,Train,1181,25,Blue Diamond Lodge,1094,3.6,Hilltop Viewpoint Trek | City Palace & Lake Cruise | Ancient Temples Complex,141
Bhubaneswar,Ahmedabad,8147,2,Flight,6995,6,FabHotel Oasis,610,3.6,Art Gallery & Cultural Center | Science Center & Planetarium | City Palace & Lake Cruise | Beachfront Promenade,1452
Bhubaneswar,Coimbatore,13253,3,Flight,8002,4,FabHotel Oasis,821,3.6,Art Gallery & Cultural Center | Botanical Gardens & Zoo | City Palace & Lake Cruise | Local Market & Food Tour | Historic Fort & Museum,1320
Bhubaneswar,Mumbai,25928,6,Train,2080,26,Sayaji Stay,1687,4.3,Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Historic Fort & Museum | Ancient Temples Complex,664
Bhubaneswar,Lucknow,8165,3,Train,2421,30,Zostel Premium,913,3.8,Hilltop Viewpoint Trek | City Palace & Lake Cruise | Local Market & Food Tour | Science Center & Planetarium,80
Bhubaneswar,Pune,12533,3,Flight,7154,6,Treebo Trend,813,3.8,Historic Fort & Museum | Art Gallery & Cultural Center | Ancient Temples Complex | Beachfront Promenade,1684
Bhubaneswar,Jaipur,4754,3,Train,1016,18,Zostel Premium,661,3.6,Beachfront Promenade | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,354
Bhubaneswar,Shimla,5136,2,Train,2176,28,Blue Diamond Lodge,738,3.7,Local Market & Food Tour | Science Center & Planetarium | Ancient Temples Complex | Historic Fort & Museum,192
Bhubaneswar,Varanasi,8733,2,Flight,8557,6,FabHotel Oasis,654,3.9,Historic Fort & Museum | Beachfront Promenade | Local Market & Food Tour | City Palace & Lake Cruise,1936
Bhubaneswar,Surat,3219,2,Train,2290,21,Blue Diamond Lodge,750,3.7,Science Center & Planetarium | Hilltop Viewpoint Trek | Beachfront Promenade | Art Gallery & Cultural Center,428
Bhubaneswar,Bhopal,10496,4,Train,1781,18,Treebo Trend,1135,3.9,Local Market & Food Tour | City Palace & Lake Cruise | Science Center & Planetarium,72
Bhubaneswar,Chandigarh,7975,3,Train,863,19,Treebo Trend,1065,3.9,Ancient Temples Complex | Hilltop Viewpoint Trek | Beachfront Promenade | City Palace & Lake Cruise,120
Bhubaneswar,Madurai,17712,3,Flight,5364,5,Ginger Eco Suites,1989,4.4,Historic Fort & Museum | Science Center & Planetarium | Hilltop Viewpoint Trek | City Palace & Lake Cruise | Ancient Temples Complex,1525
Bhubaneswar,Udaipur,19808,7,Train,1942,19,FabHotel Oasis,1074,4.0,Science Center & Planetarium | Hilltop Viewpoint Trek | Beachfront Promenade | Historic Fort & Museum,332
Bhubaneswar,Jaipur,17199,4,Flight,7463,6,Treebo Trend,1236,4.0,Science Center & Planetarium | Art Gallery & Cultural Center | Botanical Gardens & Zoo,1338
Bhubaneswar,Guwahati,22511,5,Flight,6572,5,Sayaji Stay,1638,4.0,Historic Fort & Museum | Ancient Temples Complex | Beachfront Promenade | City Palace & Lake Cruise | Art Gallery & Cultural Center,1120
Bhubaneswar,Patna,5451,4,Train,2459,17,Blue Diamond Lodge,689,3.9,City Palace & Lake Cruise | Beachfront Promenade | Art Gallery & Cultural Center | Historic Fort & Museum | Ancient Temples Complex | Hilltop Viewpoint Trek,282
Bhubaneswar,Kochi,11205,4,Train,2184,24,Treebo Trend,914,3.5,Art Gallery & Cultural Center | Beachfront Promenade | Local Market & Food Tour | Ancient Temples Complex | Botanical Gardens & Zoo | Historic Fort & Museum,546
Bhubaneswar,Ahmedabad,26992,4,Flight,7442,3,Sayaji Stay,2570,4.1,Botanical Gardens & Zoo | Art Gallery & Cultural Center | Hilltop Viewpoint Trek | City Palace & Lake Cruise | Ancient Temples Complex | Science Center & Planetarium,2058
Bhubaneswar,Kolkata,22794,2,Flight,4513,1,Comfort Inn,3913,4.3,Botanical Gardens & Zoo | Hilltop Viewpoint Trek | City Palace & Lake Cruise | Science Center & Planetarium,992
Bhubaneswar,Chennai,5716,4,Train,2074,25,FabHotel Oasis,882,3.6,City Palace & Lake Cruise | Botanical Gardens & Zoo | Historic Fort & Museum | Hilltop Viewpoint Trek | Beachfront Promenade | Local Market & Food Tour,492
Bhubaneswar,Pune,16659,4,Flight,8286,6,Zostel Premium,1047,3.9,Local Market & Food Tour | Botanical Gardens & Zoo | Hilltop Viewpoint Trek | Historic Fort & Museum | Art Gallery & Cultural Center,960
Bhubaneswar,Chennai,4772,2,Train,1388,28,Blue Diamond Lodge,898,3.7,Ancient Temples Complex | Beachfront Promenade | Local Market & Food Tour | Science Center & Planetarium,236
Bhubaneswar,Coimbatore,37481,6,Flight,9470,6,Comfort Inn,1962,4.3,Beachfront Promenade | Historic Fort & Museum | Local Market & Food Tour | Science Center & Planetarium | Hilltop Viewpoint Trek,2465
Bhubaneswar,Ranchi,23127,6,Flight,3244,1,Comfort Inn,1521,4.0,City Palace & Lake Cruise | Historic Fort & Museum | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,920
Bhubaneswar,Amritsar,19454,7,Train,841,24,FabHotel Oasis,1193,3.6,Beachfront Promenade | City Palace & Lake Cruise | Botanical Gardens & Zoo | Art Gallery & Cultural Center | Ancient Temples Complex | Local Market & Food Tour,126
Bhubaneswar,Varanasi,21771,4,Flight,7121,3,Comfort Inn,1575,4.1,Beachfront Promenade | Botanical Gardens & Zoo | Historic Fort & Museum,1170
Bhubaneswar,Kochi,7032,3,Train,1000,24,Zostel Premium,1101,4.1,Hilltop Viewpoint Trek | Science Center & Planetarium | Ancient Temples Complex | City Palace & Lake Cruise | Botanical Gardens & Zoo | Historic Fort & Museum,336
Bhubaneswar,Jammu,4161,3,Train,2310,29,FabHotel Oasis,792,3.6,Historic Fort & Museum | Ancient Temples Complex | Botanical Gardens & Zoo | Science Center & Planetarium | Beachfront Promenade,100
Bhubaneswar,Udaipur,8324,2,Train,1550,23,Sayaji Stay,1518,4.2,Science Center & Planetarium | City Palace & Lake Cruise | Local Market & Food Tour | Art Gallery & Cultural Center,1592
Bhubaneswar,Chandigarh,3171,2,Train,2117,19,Treebo Trend,833,3.8,Botanical Gardens & Zoo | Science Center & Planetarium | Art Gallery & Cultural Center | Local Market & Food Tour,100
Bhubaneswar,Chandigarh,5880,4,Train,905,25,FabHotel Oasis,858,3.9,Ancient Temples Complex | Beachfront Promenade | Botanical Gardens & Zoo | City Palace & Lake Cruise,120
Bhubaneswar,Varanasi,11933,2,Flight,10532,5,FabHotel Oasis,973,3.7,Hilltop Viewpoint Trek | Science Center & Planetarium | Beachfront Promenade | Art Gallery & Cultural Center,1004
Bhubaneswar,Ahmedabad,17798,4,Flight,8443,3,Blue Diamond Lodge,1222,4.0,City Palace & Lake Cruise | Historic Fort & Museum | Local Market & Food Tour | Beachfront Promenade,872
Bhubaneswar,Jammu,9668,6,Train,1720,19,Zostel Premium,788,4.1,Local Market & Food Tour | Ancient Temples Complex | City Palace & Lake Cruise,246
Bhubaneswar,Jaipur,6444,4,Train,877,27,FabHotel Oasis,870,4.1,Hilltop Viewpoint Trek | Ancient Temples Complex | City Palace & Lake Cruise | Historic Fort & Museum,428
Bhubaneswar,Udaipur,17467,4,Flight,5718,5,Sayaji Stay,1518,4.4,Botanical Gardens & Zoo | Historic Fort & Museum | Hilltop Viewpoint Trek | City Palace & Lake Cruise,1892
Bhubaneswar,Chandigarh,15950,6,Train,1700,28,Blue Diamond Lodge,1050,4.0,Historic Fort & Museum | Science Center & Planetarium | Hilltop Viewpoint Trek | Beachfront Promenade | Botanical Gardens & Zoo | City Palace & Lake Cruise,606
Bhubaneswar,Kochi,5227,2,Train,2232,22,FabHotel Oasis,780,3.9,Botanical Gardens & Zoo | Local Market & Food Tour | Beachfront Promenade | Ancient Temples Complex,196
Bhubaneswar,Hyderabad,5716,4,Train,1703,21,Zostel Premium,909,3.7,Beachfront Promenade | Local Market & Food Tour | Hilltop Viewpoint Trek | Science Center & Planetarium,240
Bhubaneswar,Patna,3118,2,Train,2249,22,Blue Diamond Lodge,991,4.0,Hilltop Viewpoint Trek | City Palace & Lake Cruise | Botanical Gardens & Zoo | Art Gallery & Cultural Center,192
Bhubaneswar,Agra,17399,3,Flight,7159,3,Sayaji Stay,1698,4.3,City Palace & Lake Cruise | Art Gallery & Cultural Center | Botanical Gardens & Zoo | Historic Fort & Museum | Beachfront Promenade,1655
Bhubaneswar,Jammu,6829,3,Train,1207,26,Treebo Trend,648,3.5,Botanical Gardens & Zoo | Historic Fort & Museum | Beachfront Promenade,297
Bhubaneswar,Hyderabad,5656,2,Train,1648,17,Blue Diamond Lodge,952,3.6,Historic Fort & Museum | Ancient Temples Complex | City Palace & Lake Cruise | Botanical Gardens & Zoo,352
Bhubaneswar,Patna,18468,7,Train,2469,25,FabHotel Oasis,1002,3.8,Science Center & Planetarium | Beachfront Promenade | Local Market & Food Tour | Hilltop Viewpoint Trek,372
Bhubaneswar,Kolkata,36693,4,Flight,5163,1,Sayaji Stay,3458,4.1,Science Center & Planetarium | Ancient Temples Complex | City Palace & Lake Cruise | Botanical Gardens & Zoo,1160
Bhubaneswar,Vadodara,17210,3,Flight,9718,3,FabHotel Oasis,1302,3.8,Hilltop Viewpoint Trek | Historic Fort & Museum | Beachfront Promenade | Art Gallery & Cultural Center,1552
Bhubaneswar,Hyderabad,7591,5,Train,1769,27,FabHotel Oasis,888,3.5,Local Market & Food Tour | Ancient Temples Complex | City Palace & Lake Cruise | Beachfront Promenade | Botanical Gardens & Zoo | Historic Fort & Museum,588
Bhubaneswar,Guwahati,29401,7,Flight,5960,6,Ginger Eco Suites,1672,4.4,Ancient Temples Complex | City Palace & Lake Cruise | Science Center & Planetarium | Historic Fort & Museum | Local Market & Food Tour | Art Gallery & Cultural Center,2766
Bhubaneswar,Vadodara,8616,6,Train,1778,28,Zostel Premium,630,3.8,Ancient Temples Complex | Local Market & Food Tour | City Palace & Lake Cruise | Hilltop Viewpoint Trek,188
Bhubaneswar,Pune,41062,7,Flight,5152,4,Sayaji Stay,2730,4.2,Historic Fort & Museum | Beachfront Promenade | Ancient Temples Complex | Science Center & Planetarium,896
Bhubaneswar,Madurai,43129,10,Flight,9396,3,Comfort Inn,1837,4.2,Ancient Temples Complex | Hilltop Viewpoint Trek | Botanical Gardens & Zoo | Beachfront Promenade | Science Center & Planetarium,2390
Bhubaneswar,Vadodara,17495,4,Flight,9801,3,Zostel Premium,764,4.0,Local Market & Food Tour | Beachfront Promenade | Hilltop Viewpoint Trek | Ancient Temples Complex | Science Center & Planetarium | Historic Fort & Museum,2202
Bhubaneswar,Vadodara,46408,7,Flight,10806,6,Sayaji Stay,2284,4.3,Science Center & Planetarium | Beachfront Promenade | City Palace & Lake Cruise | Ancient Temples Complex | Botanical Gardens & Zoo,920
Bhubaneswar,Ahmedabad,5308,2,Train,2229,23,Blue Diamond Lodge,838,3.7,Local Market & Food Tour | City Palace & Lake Cruise | Ancient Temples Complex | Botanical Gardens & Zoo,416
Bhubaneswar,Agra,19666,7,Train,878,24,Blue Diamond Lodge,1223,4.1,City Palace & Lake Cruise | Local Market & Food Tour | Art Gallery & Cultural Center | Historic Fort & Museum | Ancient Temples Complex | Science Center & Planetarium,192
Bhubaneswar,Patna,8607,5,Train,2107,28,Blue Diamond Lodge,829,3.5,Science Center & Planetarium | Beachfront Promenade | Local Market & Food Tour | Hilltop Viewpoint Trek | Historic Fort & Museum | Art Gallery & Cultural Center,222
Bhubaneswar,Chennai,8169,3,Train,1623,23,Treebo Trend,951,3.7,City Palace & Lake Cruise | Historic Fort & Museum | Local Market & Food Tour | Ancient Temples Complex | Beachfront Promenade,410
Bhubaneswar,Varanasi,22229,5,Flight,8256,6,FabHotel Oasis,1139,3.9,Hilltop Viewpoint Trek | Science Center & Planetarium | Local Market & Food Tour | Art Gallery & Cultural Center | Ancient Temples Complex | Historic Fort & Museum,1818
Bhubaneswar,Pune,11666,7,Train,1768,23,FabHotel Oasis,827,3.5,Botanical Gardens & Zoo | Ancient Temples Complex | Hilltop Viewpoint Trek | Local Market & Food Tour | Art Gallery & Cultural Center,330
Bhubaneswar,Chandigarh,5437,4,Train,1985,21,Treebo Trend,798,3.5,Science Center & Planetarium | Local Market & Food Tour | Botanical Gardens & Zoo | Historic Fort & Museum | Ancient Temples Complex,225
Bhubaneswar,Pune,10857,3,Flight,10659,5,Zostel Premium,871,3.9,Historic Fort & Museum | Art Gallery & Cultural Center | Beachfront Promenade | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,1080
Bhubaneswar,Ranchi,63744,6,Flight,5710,1,The Oberoi Splendor,4416,4.6,Historic Fort & Museum | Ancient Temples Complex | City Palace & Lake Cruise,1329
Bhubaneswar,Jaipur,5133,2,Train,2345,23,Treebo Trend,619,3.6,Historic Fort & Museum | Local Market & Food Tour | Ancient Temples Complex | Botanical Gardens & Zoo,284
Bhubaneswar,Vadodara,17318,4,Flight,9378,3,Treebo Trend,919,4.0,Historic Fort & Museum | Science Center & Planetarium | Ancient Temples Complex,555
Bhubaneswar,Madurai,18325,7,Train,1962,23,FabHotel Oasis,1253,3.9,Science Center & Planetarium | Art Gallery & Cultural Center | Historic Fort & Museum | Hilltop Viewpoint Trek,252
Bhubaneswar,Kolkata,13904,6,Train,818,10,Blue Diamond Lodge,1164,3.9,Botanical Gardens & Zoo | Historic Fort & Museum | Science Center & Planetarium | Art Gallery & Cultural Center,96
Bhubaneswar,Patna,11175,3,Train,2714,26,Comfort Inn,1515,4.3,Botanical Gardens & Zoo | Historic Fort & Museum | Beachfront Promenade | Ancient Temples Complex | Science Center & Planetarium,2275
Bhubaneswar,Shimla,40771,6,Flight,7904,4,Ginger Eco Suites,2761,4.0,Historic Fort & Museum | Hilltop Viewpoint Trek | Local Market & Food Tour | City Palace & Lake Cruise | Art Gallery & Cultural Center | Ancient Temples Complex,1434
Bhubaneswar,Vadodara,9293,6,Train,1385,25,FabHotel Oasis,690,3.7,Local Market & Food Tour | Botanical Gardens & Zoo | Ancient Temples Complex | Beachfront Promenade,108
Bhubaneswar,Agra,10428,4,Train,1415,17,Treebo Trend,1068,4.0,Hilltop Viewpoint Trek | Science Center & Planetarium | Beachfront Promenade,339
Bhubaneswar,Mumbai,19828,7,Train,2472,26,Zostel Premium,1345,3.8,Botanical Gardens & Zoo | Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Science Center & Planetarium | Local Market & Food Tour | Ancient Temples Complex,546
Bhubaneswar,Lucknow,14792,6,Train,1599,21,FabHotel Oasis,952,3.8,Historic Fort & Museum | Ancient Temples Complex | Art Gallery & Cultural Center | City Palace & Lake Cruise | Botanical Gardens & Zoo | Local Market & Food Tour,612
Bhubaneswar,Bengaluru,4527,2,Train,1040,18,FabHotel Oasis,854,3.7,Ancient Temples Complex | City Palace & Lake Cruise | Science Center & Planetarium | Historic Fort & Museum,384
Bhubaneswar,Jammu,11535,5,Train,1885,30,Zostel Premium,870,3.8,Beachfront Promenade | City Palace & Lake Cruise | Historic Fort & Museum | Botanical Gardens & Zoo | Science Center & Planetarium | Art Gallery & Cultural Center,348
Bhubaneswar,Coimbatore,17938,4,Flight,10994,4,Zostel Premium,946,3.9,Hilltop Viewpoint Trek | Ancient Temples Complex | Botanical Gardens & Zoo | Local Market & Food Tour | Historic Fort & Museum,1955
Bhubaneswar,Hyderabad,8545,3,Train,1413,20,FabHotel Oasis,1138,3.7,Local Market & Food Tour | Ancient Temples Complex | Hilltop Viewpoint Trek,273
Bhubaneswar,Madurai,45422,3,Flight,8799,4,Royal Palace Stay,5233,4.8,City Palace & Lake Cruise | Ancient Temples Complex | Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Botanical Gardens & Zoo | Local Market & Food Tour,1368
Bhubaneswar,Hyderabad,13524,3,Flight,8307,4,FabHotel Oasis,863,4.0,Art Gallery & Cultural Center | Local Market & Food Tour | Science Center & Planetarium | Botanical Gardens & Zoo | Ancient Temples Complex,840
Bhubaneswar,Jammu,17685,4,Flight,6557,4,Zostel Premium,1262,4.1,City Palace & Lake Cruise | Art Gallery & Cultural Center | Hilltop Viewpoint Trek | Ancient Temples Complex | Botanical Gardens & Zoo,1275
Bhubaneswar,Madurai,7968,3,Train,1572,22,Zostel Premium,884,3.7,Historic Fort & Museum | City Palace & Lake Cruise | Ancient Temples Complex | Botanical Gardens & Zoo,176
Bhubaneswar,Mumbai,10236,4,Train,2417,26,Blue Diamond Lodge,830,3.6,Beachfront Promenade | Botanical Gardens & Zoo | Hilltop Viewpoint Trek,285
Bhubaneswar,Jaipur,8597,3,Train,2399,31,Zostel Premium,963,4.0,Botanical Gardens & Zoo | Science Center & Planetarium | Local Market & Food Tour | Art Gallery & Cultural Center | Ancient Temples Complex | Beachfront Promenade,582
Bhubaneswar,Bhopal,13192,3,Flight,8183,4,FabHotel Oasis,608,4.0,Science Center & Planetarium | Hilltop Viewpoint Trek | Ancient Temples Complex | Beachfront Promenade | City Palace & Lake Cruise | Historic Fort & Museum,1698
Bhubaneswar,Madurai,7657,3,Train,1886,17,Treebo Trend,1023,3.6,City Palace & Lake Cruise | Local Market & Food Tour | Ancient Temples Complex,243
Bhubaneswar,Chennai,11683,3,Flight,10351,6,FabHotel Oasis,925,3.6,City Palace & Lake Cruise | Hilltop Viewpoint Trek | Art Gallery & Cultural Center,597
Bhubaneswar,Chandigarh,6442,4,Train,1186,23,FabHotel Oasis,908,4.1,Historic Fort & Museum | Science Center & Planetarium | Beachfront Promenade | City Palace & Lake Cruise | Local Market & Food Tour | Botanical Gardens & Zoo,234
Bhubaneswar,Udaipur,21833,4,Flight,5997,4,Sayaji Stay,1971,3.9,Science Center & Planetarium | City Palace & Lake Cruise | Local Market & Food Tour | Art Gallery & Cultural Center | Historic Fort & Museum | Hilltop Viewpoint Trek,2316
Bhubaneswar,Shimla,15825,4,Flight,8539,6,Blue Diamond Lodge,810,4.0,Ancient Temples Complex | Beachfront Promenade | Historic Fort & Museum | Local Market & Food Tour,1784
Bhubaneswar,Kochi,26700,6,Flight,10543,4,Zostel Premium,1117,3.8,Local Market & Food Tour | Botanical Gardens & Zoo | Historic Fort & Museum | Art Gallery & Cultural Center | Hilltop Viewpoint Trek,790
Bhubaneswar,Mumbai,10292,7,Train,1990,18,Zostel Premium,647,3.6,Beachfront Promenade | Historic Fort & Museum | Ancient Temples Complex,168
Bhubaneswar,Guwahati,17818,4,Flight,5053,4,Ginger Eco Suites,1598,4.3,Art Gallery & Cultural Center | Botanical Gardens & Zoo | Ancient Temples Complex,1077
Bhubaneswar,Vadodara,13519,5,Train,1431,27,Blue Diamond Lodge,1183,3.8,Hilltop Viewpoint Trek | Botanical Gardens & Zoo | Art Gallery & Cultural Center | Science Center & Planetarium | Historic Fort & Museum | City Palace & Lake Cruise,240
Bhubaneswar,Bhopal,2964,2,Train,964,21,FabHotel Oasis,759,3.8,Art Gallery & Cultural Center | Local Market & Food Tour | Historic Fort & Museum,174
Bhubaneswar,Agra,12304,3,Train,2858,20,Ginger Eco Suites,1594,4.2,Art Gallery & Cultural Center | City Palace & Lake Cruise | Science Center & Planetarium | Botanical Gardens & Zoo | Local Market & Food Tour,2090
Bhubaneswar,Madurai,9341,6,Train,893,20,Treebo Trend,705,4.1,Art Gallery & Cultural Center | City Palace & Lake Cruise | Beachfront Promenade | Botanical Gardens & Zoo | Science Center & Planetarium | Local Market & Food Tour,708
Bhubaneswar,Raipur,36381,6,Flight,4569,1,Ginger Eco Suites,2676,3.9,Hilltop Viewpoint Trek | Science Center & Planetarium | Local Market & Food Tour | Beachfront Promenade,1420
Bhubaneswar,Patna,6923,3,Train,2480,16,FabHotel Oasis,848,3.8,Beachfront Promenade | City Palace & Lake Cruise | Hilltop Viewpoint Trek | Botanical Gardens & Zoo | Science Center & Planetarium | Local Market & Food Tour,600
Bhubaneswar,New Delhi,5222,2,Train,843,22,Blue Diamond Lodge,887,3.8,Beachfront Promenade | Local Market & Food Tour | Ancient Temples Complex | Historic Fort & Museum,88
Bhubaneswar,Kolkata,3095,2,Train,840,7,Treebo Trend,747,3.9,Art Gallery & Cultural Center | Science Center & Planetarium | Local Market & Food Tour | Historic Fort & Museum,156
Bhubaneswar,Surat,59921,6,Flight,7203,3,The Oberoi Splendor,4141,4.5,Botanical Gardens & Zoo | City Palace & Lake Cruise | Science Center & Planetarium,753
Bhubaneswar,Jaipur,4114,3,Train,1123,18,Zostel Premium,899,3.7,Hilltop Viewpoint Trek | Historic Fort & Museum | Ancient Temples Complex | Science Center & Planetarium,188
Bhubaneswar,Madurai,8016,3,Train,1909,20,FabHotel Oasis,839,4.0,Hilltop Viewpoint Trek | Science Center & Planetarium | City Palace & Lake Cruise | Ancient Temples Complex | Local Market & Food Tour | Botanical Gardens & Zoo,252
Bhubaneswar,Patna,15171,4,Flight,8072,6,FabHotel Oasis,967,3.9,Science Center & Planetarium | Art Gallery & Cultural Center | Beachfront Promenade | Hilltop Viewpoint Trek | Ancient Temples Complex,2440
Bhubaneswar,Guwahati,9905,6,Train,2110,24,Zostel Premium,801,4.0,Ancient Temples Complex | Art Gallery & Cultural Center | Beachfront Promenade | Science Center & Planetarium,140
Bhubaneswar,Jaipur,17070,4,Flight,6260,6,Zostel Premium,1111,3.5,Science Center & Planetarium | City Palace & Lake Cruise | Historic Fort & Museum | Local Market & Food Tour | Art Gallery & Cultural Center | Beachfront Promenade,2874
Bhubaneswar,Ranchi,23938,6,Flight,3596,2,Blue Diamond Lodge,1480,3.6,City Palace & Lake Cruise | Art Gallery & Cultural Center | Hilltop Viewpoint Trek | Botanical Gardens & Zoo | Beachfront Promenade,2035
Bhubaneswar,Raipur,15442,6,Train,498,11,Zostel Premium,1263,4.0,Science Center & Planetarium | Historic Fort & Museum | City Palace & Lake Cruise | Hilltop Viewpoint Trek,144
Bhubaneswar,Surat,16162,6,Train,1826,24,Blue Diamond Lodge,1296,3.6,Art Gallery & Cultural Center | Historic Fort & Museum | Ancient Temples Complex | Botanical Gardens & Zoo | Science Center & Planetarium | City Palace & Lake Cruise,600
Bhubaneswar,Guwahati,8245,6,Train,1881,31,FabHotel Oasis,614,3.9,Local Market & Food Tour | Science Center & Planetarium | Hilltop Viewpoint Trek | Beachfront Promenade,428
Bhubaneswar,Ahmedabad,12617,5,Train,1821,18,Treebo Trend,1008,3.9,Botanical Gardens & Zoo | Science Center & Planetarium | Beachfront Promenade | Historic Fort & Museum,328
Bhubaneswar,Guwahati,32436,5,Flight,8617,5,Sayaji Stay,2092,4.4,Science Center & Planetarium | Beachfront Promenade | Art Gallery & Cultural Center | Ancient Temples Complex | Local Market & Food Tour,1585
Bhubaneswar,Lucknow,32226,3,Flight,10887,6,Sayaji Stay,3197,4.4,Botanical Gardens & Zoo | Hilltop Viewpoint Trek | Ancient Temples Complex | Local Market & Food Tour | Historic Fort & Museum,860
Bhubaneswar,Pune,7533,3,Train,1218,28,FabHotel Oasis,1052,4.0,Science Center & Planetarium | Ancient Temples Complex | Art Gallery & Cultural Center | Local Market & Food Tour | City Palace & Lake Cruise,310
Bhubaneswar,Vadodara,13096,5,Train,1257,29,Zostel Premium,1145,3.6,Ancient Temples Complex | Art Gallery & Cultural Center | City Palace & Lake Cruise | Local Market & Food Tour | Botanical Gardens & Zoo,565
Bhubaneswar,Ranchi,4665,2,Train,1117,6,Treebo Trend,747,3.8,Science Center & Planetarium | Local Market & Food Tour | Hilltop Viewpoint Trek | Botanical Gardens & Zoo,324
Bhubaneswar,Jammu,14349,5,Train,1693,16,Treebo Trend,1369,3.5,Beachfront Promenade | Historic Fort & Museum | Ancient Temples Complex | Science Center & Planetarium | Hilltop Viewpoint Trek | City Palace & Lake Cruise,708
Bhubaneswar,Hyderabad,5589,4,Train,1758,22,FabHotel Oasis,959,3.7,Art Gallery & Cultural Center | Historic Fort & Museum | Beachfront Promenade,171
Bhubaneswar,Ranchi,5324,2,Train,1136,6,Blue Diamond Lodge,1081,3.7,Historic Fort & Museum | Beachfront Promenade | Art Gallery & Cultural Center,237
Bhubaneswar,Pune,22066,5,Flight,6395,5,Comfort Inn,1597,4.0,Local Market & Food Tour | Science Center & Planetarium | City Palace & Lake Cruise,1341
Bhubaneswar,Varanasi,15256,4,Flight,6242,6,Treebo Trend,1238,4.1,Ancient Temples Complex | Historic Fort & Museum | Beachfront Promenade | Art Gallery & Cultural Center | City Palace & Lake Cruise | Science Center & Planetarium,1068
Bhubaneswar,Hyderabad,8038,3,Train,2098,28,Blue Diamond Lodge,859,3.9,Science Center & Planetarium | Local Market & Food Tour | Beachfront Promenade | Ancient Temples Complex | Hilltop Viewpoint Trek,515
Bhubaneswar,Amritsar,22685,5,Flight,6547,3,Comfort Inn,1595,4.3,Art Gallery & Cultural Center | Ancient Temples Complex | Beachfront Promenade,1167
Bhubaneswar,Visakhapatnam,11145,4,Train,518,10,Blue Diamond Lodge,1065,4.0,City Palace & Lake Cruise | Beachfront Promenade | Hilltop Viewpoint Trek | Art Gallery & Cultural Center | Ancient Temples Complex | Science Center & Planetarium,666
Bhubaneswar,Varanasi,8255,3,Train,1385,18,Zostel Premium,1097,3.8,Ancient Temples Complex | Art Gallery & Cultural Center | Local Market & Food Tour | Historic Fort & Museum | Beachfront Promenade | Science Center & Planetarium,414
Bhubaneswar,Madurai,65862,4,Flight,7212,4,The Oberoi Splendor,6403,4.5,Hilltop Viewpoint Trek | Art Gallery & Cultural Center | City Palace & Lake Cruise | Botanical Gardens & Zoo | Beachfront Promenade,1380
Bhubaneswar,Mumbai,29621,5,Flight,10195,4,Comfort Inn,1822,4.1,Ancient Temples Complex | Historic Fort & Museum | Hilltop Viewpoint Trek,1239
Bhubaneswar,Bengaluru,3271,2,Train,1434,26,Treebo Trend,931,4.1,Ancient Temples Complex | Art Gallery & Cultural Center | Historic Fort & Museum | Botanical Gardens & Zoo,312
Bhubaneswar,Hyderabad,43925,10,Flight,10909,5,Zostel Premium,1454,3.9,Art Gallery & Cultural Center | Local Market & Food Tour | Beachfront Promenade | Ancient Temples Complex | Botanical Gardens & Zoo,2400
Bhubaneswar,Bengaluru,9571,6,Train,1574,17,Treebo Trend,742,3.7,Hilltop Viewpoint Trek | Local Market & Food Tour | Beachfront Promenade | Botanical Gardens & Zoo | Ancient Temples Complex | Historic Fort & Museum,210
Bhubaneswar,Bhopal,11112,3,Flight,6713,5,Treebo Trend,749,3.9,Science Center & Planetarium | City Palace & Lake Cruise | Botanical Gardens & Zoo | Ancient Temples Complex | Beachfront Promenade | Art Gallery & Cultural Center,2832
Bhubaneswar,Pune,5120,2,Train,2082,21,Blue Diamond Lodge,665,3.9,Local Market & Food Tour | City Palace & Lake Cruise | Historic Fort & Museum | Art Gallery & Cultural Center,172
Bhubaneswar,Udaipur,15692,6,Train,2107,18,Blue Diamond Lodge,1148,3.9,Historic Fort & Museum | City Palace & Lake Cruise | Botanical Gardens & Zoo | Ancient Temples Complex | Beachfront Promenade,170
Bhubaneswar,Bhopal,14823,6,Train,1446,23,FabHotel Oasis,988,3.6,Botanical Gardens & Zoo | Historic Fort & Museum | Hilltop Viewpoint Trek,231
Bhubaneswar,Bengaluru,2785,2,Train,1235,19,Zostel Premium,831,3.5,Ancient Temples Complex | Local Market & Food Tour | Science Center & Planetarium | Botanical Gardens & Zoo,184
